"ALBE","AB"
"ALBERT","AB"
"ALB","AB"
"VE6","AB"
"ALT","AB"
"VA6","AB"
"AB","AB"
"AK","AK"
"ALASKA","AK"
"ALAS","AK"
"AL","AL"
"ALAB","AL"
"ALABAM","AL"
"ALM","ALAM"
"ALA","ALAM"
"ALAMED","ALAM"
"ALAM","ALAM"
"ALPI","ALPI"
"ALPE","ALPI"
"ALP","ALPI"
"ALPINE","ALPI"
"AMAD","AMAD"
"AMA","AMAD"
"AMADOR","AMAD"
"AMD","AMAD"
"AR","AR"
"ARKANS","AR"
"ARKA","AR"
"ARK","AR"
"AZ","AZ"
"ARZ","AZ"
"ARIZ","AZ"
"ARIZONA","AZ"
"ARI","AZ"
"BC","BC"
"BRITIS","BC"
"VA7","BC"
"COLUMB","BC"
"VE7","BC"
"BUTTE","BUTT"
"BUT","BUTT"
"BUTT","BUTT"
"BU","BUTT"
"BT","BUTT"
"CA","CA"
"CALAVE","CALA"
"CALAV","CALA"
"CAL","CALA"
"CALA","CALA"
"CCO","CCOS"
"CCS","CCOS"
"CCOSTA","CCOS"
"CONTRA","CCOS"
"CC","CCOS"
"CONT","CCOS"
"CCOS","CCOS"
"COSTA","CCOS"
"CCON","CCOS"
"COLORA","CO"
"COLO","CO"
"CO","CO"
"COLORADO","CO"
"COL","COLU"
"COLUSA","COLU"
"COLU","COLU"
"CT","CT"
"CONN","CT"
"CON","CT"
"CONNEC","CT"
"DELA","DE"
"DELAWA","DE"
"DE","DE"
"DEL NO","DELN"
"NO","DELN"
"DEL","DELN"
"DEN","DELN"
"DLN","DELN"
"DNORTE","DELN"
"DELN","DELN"
"DN","DELN"
"XT","DX"
"CY9","DX"
"T7","DX"
"Z2","DX"
"5U","DX"
"7X","DX"
"CE0Z","DX"
"5A","DX"
"TA","DX"
"FIN","DX"
"YB","DX"
"HH","DX"
"SWEDEN","DX"
"DL","DX"
"IS","DX"
"ET","DX"
"VP2M","DX"
"VK9L","DX"
"LU","DX"
"CU","DX"
"H4","DX"
"D4","DX"
"AP","DX"
"VI","DX"
"FR/J","DX"
"FW","DX"
"3W","DX"
"GW","DX"
"OD","DX"
"FG","DX"
"OY","DX"
"3B8","DX"
"CE","DX"
"JY","DX"
"UA","DX"
"HB0","DX"
"9Y","DX"
"C2","DX"
"KP1","DX"
"OH0","DX"
"EI","DX"
"HR","DX"
"VK0","DX"
"GU","DX"
"KH5K","DX"
"R1MV","DX"
"D6","DX"
"J8","DX"
"ST","DX"
"TY","DX"
"UR","DX"
"VP8","DX"
"HK","DX"
"HP","DX"
"ZL8","DX"
"XW","DX"
"ZL","DX"
"A7","DX"
"CE0Y","DX"
"9L","DX"
"SV5","DX"
"H40","DX"
"SU","DX"
"BELGIUM","DX"
"EA","DX"
"BY","DX"
"5N","DX"
"PZ","DX"
"FT_W","DX"
"ZD9","DX"
"PR","DX"
"Z3","DX"
"VP5","DX"
"YJ","DX"
"3D2","DX"
"CZECK","DX"
"EA6","DX"
"S5","DX"
"VK9X","DX"
"ZF","DX"
"5B","DX"
"HA","DX"
"FT_Z","DX"
"FR/T","DX"
"XF4","DX"
"HB9","DX"
"CUBA","DX"
"7P","DX"
"TI","DX"
"FM","DX"
"PORTUGAL","DX"
"DX","DX"
"TL","DX"
"NP2","DX"
"VP9","DX"
"V3","DX"
"4J","DX"
"TI9","DX"
"YS","DX"
"8Q","DX"
"V8","DX"
"4L","DX"
"NORWAY","DX"
"C5","DX"
"SP","DX"
"ZS","DX"
"R1FJ","DX"
"9H","DX"
"CE0X","DX"
"KH8","DX"
